Command_Name,PostableCommandName,Description,CanHaveBinding,NeedBinding,CanWorkWithSelection,Code
Line Patterns,LinePatterns,Manages line pattern definitions (dash; dot; etc.),TRUE,TRUE,FALSE,ID_SETTINGS_PEN_FONTS
Line Styles,LineStyles,Manages line style settings including weight; color; and pattern,TRUE,TRUE,FALSE,ID_SETTINGS_LINE_STYLES
Line Weights,LineWeights,Configures line weight values for different scales,TRUE,TRUE,FALSE,ID_SETTINGS_PENS
Linear Dimension,LinearDimension,Places a horizontal or vertical linear dimension,TRUE,TRUE,FALSE,ID_ANNOTATIONS_DIMENSION_LINEAR
Linear Dimension Types,LinearDimensionTypes,Manages linear dimension type settings,TRUE,FALSE,FALSE,
Linear Multi-Rebar Annotation,LinearMultiRebarAnnotation,Places a linear annotation for multiple rebar sets,TRUE,FALSE,FALSE,
Linework,Linework,Overrides the line style of element edges in the current view,TRUE,TRUE,TRUE,ID_EDIT_LINEWORK
Link CAD,LinkCAD,Links a CAD file as a reference without importing geometry,TRUE,TRUE,FALSE,ID_LINK_DWG
Link IFC,LinkIFC,Links an IFC file as a reference model,TRUE,TRUE,FALSE,ID_LINK_IFC
Link Image,LinkImage,Links a raster image file to the current view,TRUE,TRUE,FALSE,ID_LINK_IMAGE
Link PDF,LinkPDF,Links a PDF file to the current view,TRUE,TRUE,FALSE,ID_LINK_PDF
Link Revit,LinkRevit,Links another Revit model into the current project,TRUE,TRUE,FALSE,ID_LINK_REVIT
Link Topography,LinkTopography,Links topography data from an external source,TRUE,TRUE,FALSE,
Load as Group,LoadAsGroup,Loads a Revit file as a group into the current project,TRUE,TRUE,FALSE,ID_LOAD_AS_GROUP
Load as Group into Open Projects,LoadAsGroupIntoOpenProjects,Loads a file as a group into all open projects,TRUE,TRUE,FALSE,
Load Cases,LoadCases,Defines structural load cases for analysis,TRUE,FALSE,FALSE,
Load Catalog,LoadCatalog,Loads a fabrication parts catalog,TRUE,FALSE,FALSE,ID_LOAD_CATALOG
Load Classifications,LoadClassifications,Loads classification system data for elements,TRUE,FALSE,FALSE,
Load Combinations,LoadCombinations,Defines structural load combinations for analysis,TRUE,FALSE,FALSE,
Load Family into Project and Close,LoadFamilyIntoProjectAndClose,Loads the family into the project and closes the family editor,TRUE,FALSE,FALSE,ID_LOAD_INTO_PROJECTS_CLOSE
Load from Disk,LoadFromDisk,Loads a UI layout or configuration from disk,TRUE,FALSE,FALSE,ID_LOAD_XAML_BROWSE
Load into Project,LoadIntoProject,Loads the current family into an open project,TRUE,FALSE,FALSE,ID_LOAD_INTO_PROJECTS
Load Rebar Shape into Project,LoadRebarShapeIntoProject,Loads a rebar shape family into an open project,TRUE,FALSE,FALSE,ID_LOAD_INTO_PROJECTS_REBAR_SHAPE
Load Rebar Shape into Project and Close,LoadRebarShapeIntoProjectAndClose,Loads the rebar shape into the project and closes the editor,TRUE,FALSE,FALSE,ID_LOAD_INTO_PROJECTS_CLOSE_REBAR_SHAPE
Load Selection,LoadSelection,Loads a previously saved selection set,TRUE,FALSE,TRUE,
Load Shapes,LoadShapes,Loads rebar shape definitions into the project,TRUE,FALSE,FALSE,
Loaded Tags and Symbols,LoadedTagsAndSymbols,Manages which tag and symbol families are loaded,TRUE,TRUE,FALSE,ID_SETTINGS_TAGS
Loads,Loads,Opens the structural loads configuration panel,TRUE,FALSE,FALSE,
Locally Unload Link Is Set,LocallyUnloadLinkIsSet,Checks if a linked model is set to locally unloaded,TRUE,TRUE,FALSE,ID_RVT_LINK_LOCALLY_UNLOAD_LINK_IS_SET
Locally Unload Link Toggle,LocallyUnloadLinkToggle,Toggles local unload state for a linked model,TRUE,TRUE,FALSE,ID_RVT_LINK_LOCALLY_UNLOAD_LINK_TOGGLE
Locally Unload New Links Is Set,LocallyUnloadNewLinksIsSet,Checks if new links are set to locally unloaded by default,TRUE,TRUE,FALSE,ID_RVT_LINK_LOCALLY_UNLOAD_NEW_LINKS_IS_SET
Locally Unload New Links Toggle,LocallyUnloadNewLinksToggle,Toggles the default local unload state for new links,TRUE,TRUE,FALSE,ID_RVT_LINK_LOCALLY_UNLOAD_NEW_LINKS_TOGGLE
Location,Location,Sets the geographic location of the project,TRUE,TRUE,FALSE,ID_GEO_LOCATION
Macro Manager,MacroManager,Opens the macro manager to create and run macros,TRUE,TRUE,FALSE,ID_MACRO_MANAGER
Macro Security,MacroSecurity,Configures macro security settings,TRUE,TRUE,FALSE,ID_MACRO_SECURITY
Major Segment,MajorSegment,Selects the major segment of a split element,TRUE,FALSE,FALSE,ID_MAJOR_SEGMENT
Manage Catalogs,ManageCatalogs,Manages fabrication parts catalogs,TRUE,FALSE,FALSE,ID_MANAGE_CATALOGS
Manage Images,ManageImages,Manages raster images linked or imported in the project,TRUE,TRUE,FALSE,ID_MANAGE_IMAGES
Manage Links,ManageLinks,Manages all linked files including Revit; CAD; and IFC links,TRUE,TRUE,FALSE,ID_MANAGE_LINKS
Manage Revit Server Accelerator,ManageConnectionToARevitServerAccelerator,Configures the Revit Server accelerator connection,TRUE,TRUE,FALSE,
Manage Templates,ManageTemplates,Manages project and family templates,TRUE,TRUE,FALSE,
Manage View Templates,ManageViewTemplates,Creates and modifies view templates for consistent view settings,TRUE,TRUE,FALSE,ID_SETTINGS_VIEWTEMPLATES
Masking Region,MaskingRegion,Creates a region that masks elements behind it in a view,TRUE,TRUE,FALSE,ID_OBJECTS_MASKING_REGION
Match Type Properties,MatchTypeProperties,Applies the type properties of one element to other elements,TRUE,TRUE,TRUE,ID_OBJECTS_PAINTBUCKET
Matchline,Matchline,Places a matchline to define where dependent views split,TRUE,TRUE,FALSE,ID_MATCHLINE
Material Assets,MaterialAssets,Manages material appearance; physical; and thermal assets,TRUE,TRUE,FALSE,
Material Keynote,MaterialKeynote,Places a keynote tag that references a material,TRUE,TRUE,TRUE,ID_KEYNOTE_MATERIAL
Material Tag,MaterialTag,Places a tag that identifies a material on an element face,TRUE,TRUE,TRUE,ID_TAG_MATERIAL
Material Takeoff,MaterialTakeoff,Creates a material takeoff schedule listing quantities,TRUE,TRUE,FALSE,ID_VIEW_NEW_MATERIAL_TAKEOFF
Materials,Materials,Opens the materials browser to manage project materials,TRUE,TRUE,FALSE,ID_SETTINGS_MATERIALS
Measure Along an Element,MeasureAlongAnElement,Measures the distance along an element edge or curve,TRUE,FALSE,FALSE,ID_MEASURE_PICK_LINES
Measure Between Two References,MeasureBetweenTwoReferences,Measures the distance between two points or references,TRUE,FALSE,FALSE,ID_MEASURE_LINE
Mechanical Control Device,MechanicalControlDevice,Places a mechanical control device in the HVAC system,TRUE,FALSE,FALSE,
Mechanical Equipment,MechanicalEquipment,Places mechanical equipment such as boilers and chillers,TRUE,TRUE,FALSE,ID_RBS_MECHANICAL_EQUIPMENT
Mechanical Settings,MechanicalSettings,Configures mechanical system settings and parameters,TRUE,FALSE,FALSE,
Medium Detail Level,MediumDetailLevel,Sets the current view to medium detail level,TRUE,TRUE,FALSE,ID_DETAIL_LEVEL_MEDIUM
Merge Surfaces,MergeSurfaces,Merges adjacent toposolid surfaces into one,TRUE,TRUE,TRUE,
Mesh Parquets,MeshParquets,Manages mesh and tile pattern settings,TRUE,FALSE,FALSE,ID_SETTINGS_TILE_PATTERNS
Mirror - Draw Axis,MirrorDrawAxis,Mirrors selected elements about a drawn axis line,TRUE,TRUE,TRUE,ID_EDIT_MIRROR_LINE
Mirror - Pick Axis,MirrorPickAxis,Mirrors selected elements about a picked axis element,TRUE,TRUE,TRUE,ID_EDIT_MIRROR
Mirror Project,MirrorProject,Mirrors the entire project about a selected axis,TRUE,TRUE,FALSE,
Miter,Miter,Applies a miter cut to steel structural elements,TRUE,TRUE,TRUE,
Miter Horizontal,MiterHorizontal,Sets the miter direction to horizontal,TRUE,FALSE,FALSE,IDC_MITER_HORIZONTAL
Miter Perpendicular,MiterPerpendicular,Sets the miter direction perpendicular to the sweep path,TRUE,FALSE,FALSE,IDC_MITER_NORMAL_TO_PATH
Miter Vertical,MiterVertical,Sets the miter direction to vertical,TRUE,FALSE,FALSE,IDC_MITER_VERTICAL
Model In-Place,ModelInPlace,Opens the in-place family editor to create unique geometry,TRUE,TRUE,FALSE,
Model Line,ModelLine,Draws a 3D model line that appears in all views,TRUE,TRUE,FALSE,ID_OBJECTS_CURVE
Model Text,ModelText,Creates 3D text in the building model,TRUE,TRUE,FALSE,ID_OBJECTS_MODELTEXT
Modify,Modify,Activates the selection/modify tool,TRUE,FALSE,FALSE,ID_BUTTON_SELECT
Modify Mitering,ModifyMitering,Modifies the miter settings of a sweep element,TRUE,FALSE,FALSE,IDC_MITER_SWEEP_HOST
Modify Rebar Bars,ModifyRebarBars,Modifies individual bars within a rebar set,TRUE,TRUE,TRUE,ID_REBAR_MODIFY_SET
Modify Returns,ModifyReturns,Modifies the return conditions of a sweep element,TRUE,FALSE,FALSE,IDC_CHANGE_SWEEP_RETURNS
Modify Splices,ModifySplices,Modifies rebar splice locations and properties,TRUE,FALSE,FALSE,ID_SPLICE_MODIFY_SPLICE
Modify Sub Elements,ModifySubElements,Edits sub-elements of a floor or roof for shape modification,TRUE,FALSE,TRUE,ID_MODIFY_SLAB_SHAPE_SUBS
Move,Move,Moves selected elements to a new location,TRUE,TRUE,TRUE,ID_EDIT_MOVE
Multi-Category Tag,MultiCategoryTag,Places a tag that can identify elements of multiple categories,TRUE,TRUE,TRUE,ID_TAG_MULTI
Multi-planar,Multiplanar,Enables multi-planar mode for rebar shape creation,TRUE,FALSE,FALSE,ID_TURN_ON_MULTI_PLANAR_SHAPE
Multiple Paths,MultiplePaths,Creates multiple routing paths for MEP elements,TRUE,FALSE,FALSE,
Multiple Values Indication,MultipleValuesIndication,Shows indication when a parameter has multiple values,TRUE,FALSE,FALSE,
Multi-Point Routing,MultiPointRouting,Routes MEP elements through multiple specified points,TRUE,FALSE,FALSE,
Navigation Bar,NavigationBar,Toggles the navigation bar visibility,TRUE,FALSE,FALSE,ID_NAVIGATION_BAR
Navigation Wheel Options,NavigationWheelOptions,Configures navigation wheel display and behavior settings,TRUE,FALSE,FALSE,ID_NAVWHEEL_OPTIONS
Nested Family Circle Packing,NestedFamilyCirclePacking,Displays nested family instances in a circle packing layout,TRUE,FALSE,FALSE,ID_HVE_NESTED_FAMILY_PACKING
Nested Family Collapsible,NestedFamilyCollapsible,Displays nested family instances in a collapsible tree,TRUE,FALSE,FALSE,ID_HVE_NESTED_FAMILY_COLLAPSIBLE
Nested Family Radial,NestedFamilyRadial,Displays nested family instances in a radial layout,TRUE,FALSE,FALSE,ID_HVE_NESTED_FAMILY_RADIAL
New Annotation Symbol,NewAnnotationSymbol,Creates a new annotation symbol family,TRUE,FALSE,FALSE,ID_ANNOTATION_SYMBOL_NEW
New Conceptual Mass,NewConceptualMass,Creates a new conceptual mass family,TRUE,FALSE,FALSE,ID_CONCEPTUAL_MASS_NEW
New Family,NewFamily,Creates a new family document from a template,TRUE,FALSE,FALSE,ID_FAMILY_NEW
New File Default Template 2,NewFileDefaultTemplate2,Creates a new file using the second default template,TRUE,FALSE,FALSE,ID_FILE_NEW_WITH_TEMPLATE2
New File Default Template 5,NewFileDefaultTemplate5,Creates a new file using the fifth default template,TRUE,FALSE,FALSE,ID_FILE_NEW_WITH_TEMPLATE5
New Project,NewProject,Creates a new Revit project from a template,TRUE,FALSE,FALSE,ID_FILE_NEW_CHOOSE_TEMPLATE
New Sheet,NewSheet,Creates a new sheet for documentation,TRUE,TRUE,FALSE,ID_VIEW_NEW_SHEET
New Title Block,NewTitleBlock,Creates a new title block family,TRUE,FALSE,FALSE,ID_TITLEBLOCK_NEW
Next Join,NextJoin,Navigates to the next wall join configuration,TRUE,FALSE,FALSE,IDC_NEXT_JOIN
Next Pan/Zoom,NextPanZoom,Goes to the next saved pan/zoom state in the view history,TRUE,FALSE,FALSE,ID_VIEW_ZOOMANDPAN_NEXTVIEW
Note Block,NoteBlock,Creates a note block schedule view,TRUE,TRUE,FALSE,ID_VIEW_NEW_NOTE_BLOCK
Nurse Call,NurseCall,Places a nurse call device in the building model,TRUE,TRUE,FALSE,
Object Styles,ObjectStyles,Configures line weight; color; and pattern for object categories,TRUE,TRUE,FALSE,ID_SETTINGS_OBJECTSTYLES
Offset,Offset,Creates a copy of an element at a specified offset distance,TRUE,TRUE,TRUE,ID_OFFSET
One-Way Indicator,OneWayIndicator,Shows the direction indicator for one-way structural slabs,TRUE,FALSE,FALSE,
Open Building Component,OpenBuildingComponent,Opens a building component for editing,TRUE,FALSE,FALSE,
Open Cloud Model,OpenCloudModel,Opens a model stored in the cloud (BIM 360 or ACC),TRUE,FALSE,FALSE,ID_FILE_OPEN_CLOUD_MODEL
Open Fabrication Job,OpenFabricationJob,Opens an existing fabrication job file,TRUE,FALSE,FALSE,ID_OPEN_FABRICATION_JOB
Open Family,OpenFamily,Opens a family file for editing in the family editor,TRUE,FALSE,FALSE,ID_FAMILY_OPEN
Open IFC,OpenIFC,Opens an IFC file and converts it to a Revit model,TRUE,FALSE,FALSE,ID_IMPORT_IFC
Open IFC Options,OpenIFCOptions,Configures options for opening IFC files,TRUE,FALSE,FALSE,ID_IFC_IMPORT_OPTIONS
Open Project,OpenProject,Opens an existing Revit project file,TRUE,FALSE,FALSE,ID_APPMENU_PROJECT_OPEN
Open Revit File,OpenRevitFile,Opens any Revit file format,TRUE,FALSE,FALSE,ID_REVIT_FILE_OPEN
Open Sample Files,OpenSampleFiles,Opens the sample files directory,TRUE,FALSE,FALSE,ID_SAMPLES_OPEN
Opening,Opening,Creates an opening in a floor; roof; or ceiling element,TRUE,TRUE,FALSE,ID_OBJECTS_OPENING
Opening by Face,OpeningByFace,Creates an opening by selecting a face on an element,TRUE,TRUE,TRUE,
Optimize,Optimize,Optimizes MEP system routing for efficiency,TRUE,FALSE,FALSE,
Options,Options,Opens the Revit application options dialog,TRUE,FALSE,FALSE,ID_OPTIONS
Orient to Back,OrientToBack,Orients the 3D view to look at the model from the back,TRUE,FALSE,FALSE,ID_ORIENT_TO_BACK
Orient to Back Left,OrientToBackLeft,Orients the 3D view to look at the model from the back left,TRUE,FALSE,FALSE,ID_ORIENT_TO_BACK_LEFT
Orient to Front Left,OrientToFrontLeft,Orients the 3D view to look at the model from the front left,TRUE,FALSE,FALSE,ID_ORIENT_TO_FRONT_LEFT
Orient to North,OrientToNorth,Orients the 3D view to look at the model from the north,TRUE,FALSE,FALSE,ID_ORIENT_NORTH_DIRECTION
Orient to Plane,OrientToPlane,Orients the 3D view perpendicular to a selected plane,TRUE,FALSE,FALSE,ID_ORIENT_PLANE
Orient to Southeast,OrientToSoutheast,Orients the 3D view to look from the southeast,TRUE,FALSE,FALSE,ID_ORIENT_SOUTHEAST_DIRECTION
Orient to Southwest,OrientToSouthwest,Orients the 3D view to look from the southwest,TRUE,FALSE,FALSE,ID_ORIENT_SOUTHWEST_DIRECTION
Orient to Top,OrientToTop,Orients the 3D view to look at the model from above,TRUE,FALSE,FALSE,ID_ORIENT_TO_TOP
Override by Category,OverrideByCategory,Overrides graphic display settings for an element category,TRUE,TRUE,TRUE,ID_VIEW_OVERRIDE_CATEGORY
Override by Element,OverrideByElement,Overrides graphic display settings for a specific element,TRUE,TRUE,TRUE,ID_VIEW_OVERRIDE_ELEMENT
Override by Filter,OverrideByFilter,Overrides graphic display settings using view filters,TRUE,TRUE,FALSE,ID_VIEW_OVERRIDE_FILTER
P&ID Modeler,PAndIDModeler,Opens the P&ID (Piping and Instrumentation Diagram) modeler,TRUE,FALSE,FALSE,
P&ID Settings,PAndIDSettings,Configures P&ID modeler settings,TRUE,FALSE,FALSE,
Paint,Paint,Applies a material to a selected face of an element,TRUE,TRUE,TRUE,ID_PAINT
Panel by Boundary,PanelByBoundary,Creates a curtain wall panel defined by boundary curves,TRUE,FALSE,FALSE,
Panel by Extrusion,PanelByExtrusion,Creates a curtain wall panel by extruding a profile,TRUE,FALSE,FALSE,
Panel Schedules,PanelSchedules,Creates or edits electrical panel schedules,TRUE,FALSE,FALSE,
Parallel Conduits,ParallelConduits,Places conduits parallel to an existing conduit run,TRUE,FALSE,FALSE,
Parallel Pipes,ParallelPipes,Places pipes parallel to an existing pipe run,TRUE,FALSE,FALSE,
Parameters Service,ParametersService,Manages shared parameters through the Autodesk cloud service,TRUE,TRUE,FALSE,ID_SETTINGS_FORGE_PARAMETERS
Parking Component,ParkingComponent,Places a site parking component,TRUE,TRUE,FALSE,ID_SITE_PARKING_COMPONENT
Partial Ellipse,PartialEllipse,Draws a partial ellipse arc in sketch mode,TRUE,FALSE,FALSE,ID_OBJECTS_CURVE_ELLIPSE_PARTIAL
Partial Ellipse (Radio),PartialEllipseRadio,Selects partial ellipse as the active drawing tool,TRUE,FALSE,FALSE,IDC_RADIO_PARTIAL_ELLIPSE
Partial Regeneration,PartialRegeneration,Performs a partial regeneration of modified elements only,TRUE,FALSE,FALSE,ID_REGEN_ALL_LITE
Paste Aligned to Current View,AlignedToCurrentView,Pastes clipboard elements aligned to the current view,TRUE,FALSE,FALSE,
Paste Aligned to Picked Level,AlignedToPickedLevel,Pastes clipboard elements aligned to a picked level,TRUE,FALSE,FALSE,
Paste Aligned to Same Place,AlignedToSamePlace,Pastes clipboard elements at their original location,TRUE,FALSE,FALSE,
Paste Aligned to Selected Levels,AlignedToSelectedLevels,Pastes clipboard elements aligned to multiple selected levels,TRUE,FALSE,FALSE,
Paste Aligned to Selected Views,AlignedToSelectedViews,Pastes clipboard elements into multiple selected views,TRUE,FALSE,FALSE,
Paste from Clipboard,PasteFromClipboard,Pastes elements from the clipboard into the current view,TRUE,FALSE,FALSE,ID_EDIT_CLIPBOARD_PASTE
Path of Travel,PathOfTravel,Creates a path of travel analysis between two points,TRUE,FALSE,FALSE,
Path Reinforcement Symbol,PathReinforcementSymbol,Manages path reinforcement annotation symbols,TRUE,FALSE,FALSE,
People Content,PeopleContent,Manages people (entourage) content for rendering,TRUE,FALSE,FALSE,
Performance Adviser,PerformanceAdviser,Runs performance checks and suggests model improvements,TRUE,FALSE,FALSE,ID_PERFORMANCE_ADVISER
Phases,Phases,Manages project phases for construction sequencing,TRUE,TRUE,FALSE,ID_SETTINGS_PHASES
Pick Alignment Line,PickAlignmentLine,Picks an alignment line for MEP routing,TRUE,FALSE,FALSE,ID_RBS_PICKALIGNMENT_LINE
Pick Connector Host,PickConnectorHost,Picks a host element for a connector in the family editor,TRUE,FALSE,FALSE,ID_CONNECTOR_PICK_HOST
Pick Lines,PickLines,Creates sketch lines by picking existing edges or lines,TRUE,FALSE,FALSE,ID_OBJECTS_CURVE_PICK_LINES
Pick Lines (Radio),PickLinesRadio,Selects pick lines as the active drawing tool,TRUE,FALSE,FALSE,IDC_RADIO_COPY_CURVE
Pick New Host (Insert),PickNewHostInsert,Moves a hosted element to a new host,TRUE,FALSE,FALSE,ID_EDIT_INSERT_REHOST
Pick New Host (Point Element),PickNewHostPointElement,Moves a point-hosted element to a new host,TRUE,FALSE,FALSE,ID_POINTELEMENT_REHOST
Pick New Railing Host,PickNewRailingHost,Assigns a railing to a new host element,TRUE,FALSE,FALSE,ID_RAILING_SET_HOST
Pick Splice Line,PickSpliceLine,Picks a line location for a rebar splice,TRUE,FALSE,FALSE,ID_REBAR_SPLICE_BY_POINT
Pick Supports,PickSupports,Picks structural elements to define floor or slab supports,TRUE,FALSE,FALSE,ID_PICK_SLAB_SH
Pick to Edit,PickToEdit,Picks an element to enter its edit mode,TRUE,TRUE,TRUE,
Pin,Pin,Locks an element in place to prevent accidental movement,TRUE,TRUE,TRUE,ID_LOCK_ELEMENTS
Pipe,Pipe,Places a pipe element in the plumbing or piping system,TRUE,TRUE,FALSE,ID_RBS_PIPE
Pipe Accessory,PipeAccessory,Places a pipe accessory such as a valve or strainer,TRUE,TRUE,FALSE,ID_RBS_PIPE_ACCESSORY
Pipe Connector,PipeConnector,Places a connector on a pipe family,TRUE,FALSE,FALSE,
Pipe Fitting,PipeFitting,Places a fitting on a pipe run,TRUE,TRUE,FALSE,ID_RBS_PIPE_FITTING
Pipe Legend,PipeLegend,Manages pipe legend settings for documentation,TRUE,FALSE,FALSE,
Pipe Placeholder,PipePlaceholder,Places a pipe placeholder for schematic layouts,TRUE,TRUE,FALSE,
Pipe Pressure Loss Report,PipePressureLossReport,Generates a pressure loss report for pipe systems,TRUE,FALSE,FALSE,
Place a Component,PlaceAComponent,Places a family instance component in the model,TRUE,TRUE,FALSE,ID_OBJECTS_FAMSYM
Place Decal,PlaceDecal,Places a decal image on a surface in the model,TRUE,TRUE,FALSE,
Place Detail Group,PlaceDetailGroup,Places an instance of a detail group in the view,TRUE,TRUE,FALSE,
Place Mass,PlaceMass,Places a mass family instance in the model,TRUE,TRUE,FALSE,ID_OBJECTS_MASS
Place Model Group,PlaceModelGroup,Places an instance of a model group in the project,TRUE,TRUE,FALSE,ID_OBJECTS_PLACE_GROUP
Place on Face,PlaceOnFace,Sets placement mode to place elements on a face,TRUE,FALSE,FALSE,IDC_PLACE_BY_XFACE
Place on Host,PlaceOnHost,Places a hosted element on a selected host,TRUE,TRUE,TRUE,
Place on Stair or Ramp,PlaceOnStairOrRamp,Places a railing on a stair or ramp element,TRUE,TRUE,TRUE,
Place on Vertical Face,PlaceOnVerticalFace,Sets placement mode to place elements on a vertical face,TRUE,FALSE,FALSE,IDC_PLACE_BY_INSERT
Place on Work Plane,PlaceOnWorkPlane,Sets placement mode to place elements on the work plane,TRUE,FALSE,FALSE,IDC_PLACE_BY_WORKPLANE
Place Railing,PlaceRailing,Places a railing element along a path or on a host,TRUE,TRUE,FALSE,ID_OBJECTS_RAILINGSYSTEM
Place View,PlaceView,Places a view from the Project Browser onto a sheet,TRUE,TRUE,FALSE,ID_VIEW_PLACE_VIEW
Plan Region,PlanRegion,Creates a plan region with a different view range in a plan view,TRUE,TRUE,FALSE,ID_PLAN_REGION
Plan View Types,PlanViewTypes,Manages the available plan view types,TRUE,FALSE,FALSE,ID_PLAN_VIEW_TYPES
Plate,Plate,Places a steel plate on structural elements,TRUE,TRUE,TRUE,
Plumbing Equipment,PlumbingEquipment,Places plumbing equipment in the building model,TRUE,TRUE,FALSE,
Plumbing Fixture,PlumbingFixture,Places a plumbing fixture such as sinks and toilets,TRUE,TRUE,FALSE,ID_RBS_PLUMBING_FIXTURE
Point Cloud,PointCloud,Links a point cloud file for as-built reference,TRUE,TRUE,FALSE,ID_LINK_POINTCLOUD
Previous Join,PreviousJoin,Navigates to the previous wall join configuration,TRUE,FALSE,FALSE,IDC_PREV_JOIN
Previous Pan/Zoom,PreviousPanZoom,Returns to the previous pan/zoom state in the view history,TRUE,FALSE,FALSE,ID_VIEW_ZOOMANDPAN_PREVIOUSVIEW
Print,Print,Prints the current view or selected sheets,TRUE,TRUE,FALSE,ID_REVIT_FILE_PRINT
Print Preview,PrintPreview,Shows a preview of the print output,TRUE,FALSE,FALSE,
Print Reports,PrintReports,Prints fabrication reports,TRUE,FALSE,FALSE,ID_FABRICATION_PRINT_REPORTS
Print Setup,PrintSetup,Configures print settings including paper size and orientation,TRUE,TRUE,FALSE,
Printer Setup,PrinterSetup,Configures the printer for fabrication output,TRUE,FALSE,FALSE,ID_FABRICATION_PRINTER_SETUP
Project Browser,ProjectBrowser,Toggles the Project Browser panel visibility,TRUE,FALSE,FALSE,ID_VIEW_PROJECTEXPLORER
Project Information,ProjectInformation,Edits general project information such as name and address,TRUE,TRUE,FALSE,ID_PROJECT_INFORMATION
Project Parameters,ProjectParameters,Manages project-specific parameters,TRUE,TRUE,FALSE,
Project Units,ProjectUnits,Configures measurement units for the project,TRUE,TRUE,FALSE,ID_SETTINGS_UNITS
Property Line,PropertyLine,Creates a property line on the site plan,TRUE,TRUE,FALSE,ID_SITE_PROPERTYLINE
Property Line Data,PropertyLineData,Edits property line segment data and coordinates,TRUE,FALSE,FALSE,ID_PROPERTY_LINE_DATA
Publish Coordinates,PublishCoordinates,Publishes shared coordinates to a linked model,TRUE,TRUE,FALSE,
Publish DGN to Buzzsaw,PublishDGNToAutodeskBuzzsaw,Publishes DGN export to Autodesk Buzzsaw,TRUE,TRUE,FALSE,
Publish DWF to Buzzsaw,PublishDWFToAutodeskBuzzsaw,Publishes DWF export to Autodesk Buzzsaw,TRUE,TRUE,FALSE,
Publish DWG to Buzzsaw,PublishDWGToAutodeskBuzzsaw,Publishes DWG export to Autodesk Buzzsaw,TRUE,TRUE,FALSE,
Publish DXF to Buzzsaw,PublishDXFToAutodeskBuzzsaw,Publishes DXF export to Autodesk Buzzsaw,TRUE,TRUE,FALSE,
Publish SAT to Buzzsaw,PublishSATToAutodeskBuzzsaw,Publishes SAT export to Autodesk Buzzsaw,TRUE,TRUE,FALSE,
Publish Settings,PublishSettings,Configures publish settings for cloud collaboration,TRUE,TRUE,FALSE,
Purge Unused,PurgeUnused,Removes unused families; types; and other definitions from the project,TRUE,TRUE,FALSE,ID_PURGE_UNUSED
Radial Dimension,RadialDimension,Places a dimension measuring the radius of a curved element,TRUE,TRUE,FALSE,
Radial Dimension Types,RadialDimensionTypes,Manages radial dimension type settings,TRUE,FALSE,FALSE,
Railing,Railing,Creates a railing element by sketching a path,TRUE,TRUE,FALSE,ID_OBJECTS_RAILING
Ramp,Ramp,Creates a ramp element in the building model,TRUE,TRUE,FALSE,ID_OBJECTS_RAMP
Rebar Bending Detail,RebarBendingDetail,Creates a bending detail schedule for reinforcement bars,TRUE,FALSE,FALSE,
Rebar Cover Settings,RebarCoverSettings,Configures rebar cover distance settings,TRUE,FALSE,FALSE,
Rebar Line,RebarLine,Places reinforcement bars along a line in a structural element,TRUE,TRUE,TRUE,
Rebar Select All,RebarSelectAll,Selects all bars in a rebar set for editing,TRUE,FALSE,FALSE,ID_REBAR_SELECT_SHOW_ALL_BARS
Rebar Select None,RebarSelectNone,Deselects all individual bars in a rebar set,TRUE,FALSE,FALSE,ID_REBAR_SELECT_HIDE_ALL_BARS
Recent Files,RecentFiles,Opens the recent files list,TRUE,FALSE,FALSE,
Reclaim Memory,ReclaimMemory,Frees unused memory to improve Revit performance,TRUE,FALSE,FALSE,ID_RECLAIM_MEMORY
Reconcile Hosting,ReconcileHosting,Resolves hosting issues for elements that lost their host,TRUE,FALSE,TRUE,
Rectangle,Rectangle,Draws a rectangle shape in sketch mode,TRUE,FALSE,FALSE,ID_OBJECTS_CURVE_RECT
Rectangle (Radio),RectangleRadio,Selects rectangle as the active drawing tool,TRUE,FALSE,FALSE,IDC_RADIO_RECT
Redo Text Edit,RedoTextEdit,Redoes the last undone text editing action,TRUE,FALSE,FALSE,ID_EDIT_REDO
Reference Line,ReferenceLine,Creates a reference line for constraining geometry in families,TRUE,TRUE,FALSE,ID_OBJECTS_REFERENCE_CURVE
Reference Plane,ReferencePlane,Creates a reference plane for constraining geometry,TRUE,TRUE,FALSE,ID_OBJECTS_REFERENCE_PLANE
Reflected Ceiling Plan,ReflectedCeilingPlan,Creates a new reflected ceiling plan view,TRUE,TRUE,FALSE,ID_VIEW_NEW_CEILING_PLAN
Reinforcement Numbers,ReinforcementNumbers,Manages reinforcement numbering settings,TRUE,FALSE,FALSE,
Reinforcement Settings,ReinforcementSettings,Configures reinforcement placement and display settings,TRUE,FALSE,FALSE,
Relinquish All Mine,RelinquishAllMine,Releases all borrowed elements back to the central model,TRUE,TRUE,FALSE,ID_RELINQUISH_ALL_MINE
Reload from Disk,ReloadFromDisk,Reloads a UI layout or configuration from disk,TRUE,FALSE,FALSE,ID_LOAD_XAML_RELOAD
Reload Latest,ReloadLatest,Reloads the latest version of the central model,TRUE,TRUE,FALSE,
Relocate Project,RelocateProject,Moves the project to a new geographic location,TRUE,TRUE,FALSE,
